expansion_,craft_,rarity_,pp_,CardName,Code
Altersphere,Shadowcraft,Gold,7,Gluttonous Empress,6fTGC
Altersphere,Shadowcraft,Gold,1,Sonata of Silence,6fT-w
Altersphere,Shadowcraft,Legendary,4,"Zebet, Lady of the Flies",6fViI
Altersphere,Shadowcraft,Legendary,9,Corpsewyrm Fafnir,6fViS
Altersphere,Shadowcraft,Legendary,12,"Tartarus, the Tormentor",6fVic
Altersphere,Bloodcraft,Bronze,3,Furfur,6fmo2
Altersphere,Bloodcraft,Bronze,4,Zealot of Lust,6fmoC
Altersphere,Bloodcraft,Bronze,8,Arion,6fmoM
Altersphere,Bloodcraft,Bronze,2,Devil Raider,6fmoW
Altersphere,Bloodcraft,Silver,6,Pactbound Demon,6fpEI
Altersphere,Bloodcraft,Silver,5,Salome,6fpES
Altersphere,Bloodcraft,Silver,1,Kiss of Lust,6fpzA
Altersphere,Bloodcraft,Gold,2,"Vuella, One-Winged Demon",6frgY
Altersphere,Bloodcraft,Gold,2,Lykos Berserker,6frgi
Altersphere,Bloodcraft,Gold,3,Relinquish Reason,6fsPQ
Altersphere,Bloodcraft,Legendary,4,Diabolus Agito,6fu6o
Altersphere,Bloodcraft,Legendary,8,Crimson Rose Queen,6fu6y
Altersphere,Bloodcraft,Legendary,4,"Laura, Enraged Commander",6fu76
Altersphere,Havencraft,Bronze,1,Temple Windbear,6g9CY
Altersphere,Havencraft,Bronze,4,Zealot of Repose,6g9Ci
Altersphere,Havencraft,Bronze,2,Malevolent Al-mi'raj,6g9Cs
Altersphere,Havencraft,Bronze,5,Forgotten Sanctuary,6g9ho
Altersphere,Havencraft,Silver,9,Battlefield Inquisitor,6gBeo
Altersphere,Havencraft,Silver,2,"Colette, Holy Gunner",6gBey
Altersphere,Havencraft,Silver,4,Manifestation of Repose,6gCNg
Altersphere,Havencraft,Gold,3,"Marlone, Light of Balance",6gE52
Altersphere,Havencraft,Gold,3,Sekhmet,6gE5C
Altersphere,Havencraft,Gold,4,Vengeful Radiance,6gEpw
Altersphere,Havencraft,Legendary,6,"Laina, Sister of Judgment",6gGXI
Altersphere,Havencraft,Legendary,7,Holylord Eachtar,6gGXS
Altersphere,Havencraft,Legendary,1,Elysian Saint-Hares,6gGXc
Altersphere,Portalcraft,Bronze,8,Draco Marionette,6gXd2
Altersphere,Portalcraft,Bronze,5,Zealot of Destruction,6gXdC
Altersphere,Portalcraft,Bronze,3,"Viola, Duchess of Dolls",6gXdM
Altersphere,Portalcraft,Bronze,1,Joy of Destruction,6gYLw
Altersphere,Portalcraft,Silver,2,Marionette Lad,6ga3I
Altersphere,Portalcraft,Silver,3,Angel of the Iron Steed,6ga3S
Altersphere,Portalcraft,Silver,4,Alterplane Onslaught,6gaoA
Altersphere,Portalcraft,Gold,4,"Liam, Master of Puppets",6gcVY
Altersphere,Portalcraft,Gold,9,"Tylle, the Worldgate",6gcVi
Altersphere,Portalcraft,Gold,3,"Maisha, Hero of Purgation",6gcVs
Altersphere,Portalcraft,Legendary,5,"Dyne, Master Swordsman",6gexo
Altersphere,Portalcraft,Legendary,9,"Sylvia, the Condemner",6gexy
Altersphere,Portalcraft,Legendary,1,Orb of Desecration,6gfR2
Steel Rebellion,Neutral,Bronze,4,"Aldis, Trendsetting Seraph",6hIS2
Steel Rebellion,Neutral,Bronze,2,"Hnikar, Warring Thunder",6hISC
Steel Rebellion,Neutral,Bronze,2,Robogoblin,6hISM
Steel Rebellion,Neutral,Silver,6,"Catherine, Epicurean Angel",6hKuI
Steel Rebellion,Neutral,Silver,3,"Jafnhar, Warring Flame",6hKuS
Steel Rebellion,Neutral,Gold,8,Mechawing Angel,6hNKY
Steel Rebellion,Neutral,Gold,3,"Grimnir, Warring Tempest",6hNKi
Steel Rebellion,Neutral,Gold,5,Heaven's Gate,6hNaA
Steel Rebellion,Neutral,Legendary,8,Technolord,6hPmo
Steel Rebellion,Neutral,Legendary,7,"Odin, Wargod Ascendant",6hPmy
Steel Rebellion,Forestcraft,Bronze,2,Daisybow Archer,6hgsY
Steel Rebellion,Forestcraft,Bronze,3,Forest Hermit,6hgsi
Steel Rebellion,Forestcraft,Bronze,1,Robotic Bagworm,6hgss
Steel Rebellion,Forestcraft,Bronze,1,Nature's Guidance,6hhbQ
Steel Rebellion,Forestcraft,Silver,4,Ironbow Sniper,6hjIo
Steel Rebellion,Forestcraft,Silver,5,Nature's Warden,6hjIy
Steel Rebellion,Forestcraft,Silver,3,Arboreal Core,6hjYQ
Steel Rebellion,Forestcraft,Gold,7,Mechalance Elf,6hll2
Steel Rebellion,Forestcraft,Gold,3,"Milolo, Li'l Mountain Lass",6hllC
Steel Rebellion,Forestcraft,Gold,2,Aria's Whirlwind,6hmTw
Steel Rebellion,Forestcraft,Legendary,6,"Cynthia, the Queen's Blade",6hoBI
Steel Rebellion,Forestcraft,Legendary,2,"Cleft, Dual Fencer",6hoBS
Steel Rebellion,Forestcraft,Legendary,8,Lord of the Vajano Marsh,6hoBc
Steel Rebellion,Swordcraft,Bronze,2,Cybercannoneer,6i3H2
Steel Rebellion,Swordcraft,Bronze,2,Dauntless Commander,6i3HC
Steel Rebellion,Swordcraft,Bronze,3,Phantom Assassin,6i3HM
Steel Rebellion,Swordcraft,Bronze,5,Dualblade Flurry,6i3_w
Steel Rebellion,Swordcraft,Silver,4,Mechablade Soldier,6i5jS
Steel Rebellion,Swordcraft,Silver,3,Glorious Core,6i5yw
Steel Rebellion,Swordcraft,Silver,2,Ivory Sword Dance,6i6SA
Steel Rebellion,Swordcraft,Gold,4,Stampeding Fortress,6i89Y
Steel Rebellion,Swordcraft,Gold,3,"Troya, Thunder of Hagelberg",6i89i
Steel Rebellion,Swordcraft,Gold,7,"Azord, Duke of the Mists",6i89s
Steel Rebellion,Swordcraft,Legendary,4,"Lecia, Sky Saber",6iAbo
Steel Rebellion,Swordcraft,Legendary,7,"Johann, Ironforged Hero",6iAby
Steel Rebellion,Swordcraft,Legendary,5,Swordflash Panther,6iAc6
Steel Rebellion,Runecraft,Bronze,8,Magiblade Witch,6iRhY
Steel Rebellion,Runecraft,Bronze,4,Mechastaff Sorcerer,6iRhi
Steel Rebellion,Runecraft,Bronze,2,"Shirati, Mysterian Mogul",6iRhs
Steel Rebellion,Runecraft,Bronze,5,Golem's Rampage,6iSQQ
Steel Rebellion,Runecraft,Silver,5,"Hanna, Mysterian Paragon",6iU7o
Steel Rebellion,Runecraft,Silver,2,Mechanized Lifeform,6iU7y
Steel Rebellion,Runecraft,Silver,3,Sagacious Core,6iUNQ
Steel Rebellion,Runecraft,Gold,3,Magitech Golem,6iWa2
Steel Rebellion,Runecraft,Gold,10,"Clarke, Knowledge Seeker",6iWaC
Steel Rebellion,Runecraft,Gold,2,Presto Chango,6iXIw
Steel Rebellion,Runecraft,Legendary,3,"Magisa, Ruinfist Witch",6iZ0I
Steel Rebellion,Runecraft,Legendary,4,"Tetra, Sapphire Rebel",6iZ0S
Steel Rebellion,Runecraft,Legendary,2,"Solomon, Lord of Magic",6iZ0c
Steel Rebellion,Dragoncraft,Bronze,2,Doting Dragoneer,6iq62
Steel Rebellion,Dragoncraft,Bronze,4,Mechafin Diver,6iq6C
Steel Rebellion,Dragoncraft,Bronze,2,Boomfish,6iq6M
Steel Rebellion,Dragoncraft,Bronze,4,Overwhelming Crush,6iqqw
Steel Rebellion,Dragoncraft,Silver,2,Assault Dragoon,6isYI
Steel Rebellion,Dragoncraft,Silver,7,Wyrmcannon Dragonewt,6isYS
Steel Rebellion,Dragoncraft,Silver,3,Draconic Core,6isnw
Steel Rebellion,Dragoncraft,Gold,1,Soaring Dragonewt,6iu-Y
Steel Rebellion,Dragoncraft,Gold,5,Ruinous Dragon,6iu-i
Steel Rebellion,Dragoncraft,Gold,8,Dragon Ranch,6ivTo
Steel Rebellion,Dragoncraft,Legendary,7,"Forte, Ruler of the Skies",6ixQo
Steel Rebellion,Dragoncraft,Legendary,2,"Byron, Fullmetal Dragoon",6ixQy
Steel Rebellion,Dragoncraft,Legendary,10,"Dagon, Lord of the Seas",6ixR6
Steel Rebellion,Shadowcraft,Bronze,2,Ghostwriter,6jCWY
Steel Rebellion,Shadowcraft,Bronze,2,Ghoul,6jCWi
Steel Rebellion,Shadowcraft,Bronze,4,Bone Drone,6jCWs
Steel Rebellion,Shadowcraft,Bronze,3,Soulsteal,6jDFQ
Steel Rebellion,Shadowcraft,Silver,2,Deadly Dreamer,6jEyo
Steel Rebellion,Shadowcraft,Silver,5,Robozombie,6jEyy
Steel Rebellion,Shadowcraft,Silver,3,Phantasmal Core,6jFCQ
Steel Rebellion,Shadowcraft,Gold,8,Baleful Necromancer,6jHP2
Steel Rebellion,Shadowcraft,Gold,4,Hellfire Hound,6jHPC
Steel Rebellion,Shadowcraft,Gold,1,Deathguard,6jI7w
Steel Rebellion,Shadowcraft,Legendary,5,"Ceres, Eternal Bride",6jJrI
Steel Rebellion,Shadowcraft,Legendary,4,"Aenea, Amethyst Rebel",6jJrS
Steel Rebellion,Shadowcraft,Legendary,7,Colossal Skull Lord,6jJrc
Steel Rebellion,Bloodcraft,Bronze,2,"Liberté, Werewolf Pup",6jax2
Steel Rebellion,Bloodcraft,Bronze,4,Berserk Demon,6jaxC
Steel Rebellion,Bloodcraft,Bronze,3,Armored Bat,6jaxM
Steel Rebellion,Bloodcraft,Bronze,3,Viper Lash,6jbfw
Steel Rebellion,Bloodcraft,Silver,2,Hellblaze Demon,6jdNI
Steel Rebellion,Bloodcraft,Silver,5,Metal-Blade Demon,6jdNS
Steel Rebellion,Bloodcraft,Silver,3,Sanguine Core,6jdcw
Steel Rebellion,Bloodcraft,Gold,10,Destructive Succubus,6jfpY
Steel Rebellion,Bloodcraft,Gold,2,"Doublame, Duke and Dame",6jfpi
Steel Rebellion,Bloodcraft,Gold,3,Unleash the Nightmare,6jgYQ
Steel Rebellion,Bloodcraft,Legendary,5,"Medusa, Evil-Eyed Serpent",6jiFo
Steel Rebellion,Bloodcraft,Legendary,2,"Mono, Garnet Rebel",6jiFy
Steel Rebellion,Bloodcraft,Legendary,6,"Slayn, Steelwrought Vampire",6jiG6
Steel Rebellion,Havencraft,Bronze,3,Ironknuckle Nun,6jzLY
Steel Rebellion,Havencraft,Bronze,5,Featherfolk Gardener,6jzLi
Steel Rebellion,Havencraft,Bronze,2,White Hart,6jzLs
Steel Rebellion,Havencraft,Bronze,4,Fiery Paean,6jzqo
Steel Rebellion,Havencraft,Silver,2,"Marcotte, Heretical Sister",6j_no
Steel Rebellion,Havencraft,Silver,2,Robofalcon,6j_ny
Steel Rebellion,Havencraft,Silver,3,Saintly Core,6k01Q
Steel Rebellion,Havencraft,Gold,7,Father Refinement,6k2E2
Steel Rebellion,Havencraft,Gold,4,"Sonia, Protector of Hope",6k2EC
Steel Rebellion,Havencraft,Gold,6,Purging Light,6k2yw
Steel Rebellion,Havencraft,Legendary,3,"Zoe, Queen of Hope",6k4gI
Steel Rebellion,Havencraft,Legendary,4,"Limonia, Flawed Saint",6k4gS
Steel Rebellion,Havencraft,Legendary,5,The Untrue God,6k4gc
Steel Rebellion,Portalcraft,Bronze,2,"Mia, Angelic Doll",6kLm2
Steel Rebellion,Portalcraft,Bronze,3,Creeping Slime,6kLmC
Steel Rebellion,Portalcraft,Bronze,2,Prototype Warrior,6kLmM
Steel Rebellion,Portalcraft,Bronze,4,Pull the Strings,6kMUw
Steel Rebellion,Portalcraft,Silver,1,Mechagun Wielder,6kOCI
Steel Rebellion,Portalcraft,Silver,4,Displacer Bot,6kOCS
Steel Rebellion,Portalcraft,Silver,3,Alpha Core,6kORw
Steel Rebellion,Portalcraft,Gold,2,"Shin, Lawful Light",6kQeY
Steel Rebellion,Portalcraft,Gold,3,Puppet Troupemaster,6kQei
Steel Rebellion,Portalcraft,Gold,1,Augmentation Bestowal,6kRNQ
Steel Rebellion,Portalcraft,Legendary,7,"Gullias, Silverbeast Lord",6kT4o
Steel Rebellion,Portalcraft,Legendary,8,"Shion, Mercurial Aegis",6kT4y
Steel Rebellion,Portalcraft,Legendary,6,"Belphomet, Lord of Aiolon",6kT56
Rebirth of Glory,Neutral,Bronze,2,Hoverboard Mercenary,6l6b2
Rebirth of Glory,Neutral,Bronze,4,Great Goliath,6l6bC
Rebirth of Glory,Neutral,Bronze,2,Strategic Assembly,6l74I
Rebirth of Glory,Neutral,Silver,2,"Unica, Unicorn Maiden",6l91I
Rebirth of Glory,Neutral,Silver,2,Apollo,6l91S
Rebirth of Glory,Neutral,Gold,6,"Urd, Goddess of Restoration",6lBTY
Rebirth of Glory,Neutral,Gold,3,"Hamsa, Hallowed Fowl",6lBTi
Rebirth of Glory,Neutral,Gold,4,Angelic Smite,6lCCQ
Rebirth of Glory,Neutral,Legendary,8,"Olivia, Blackened Wing",6lDvo
Rebirth of Glory,Neutral,Legendary,10,"Zeus, the Supreme",6lDvy
Rebirth of Glory,Forestcraft,Bronze,4,Heroic Fairy Champion,6lU_Y
Rebirth of Glory,Forestcraft,Bronze,5,Dryad of the Grove,6lU_i
Rebirth of Glory,Forestcraft,Bronze,3,Mechaclaw Elf,6lU_s
Rebirth of Glory,Forestcraft,Bronze,3,Harvest Season,6lVkQ
Rebirth of Glory,Forestcraft,Silver,2,Wellspring Elf Princess,6lXRo
Rebirth of Glory,Forestcraft,Silver,3,"Meliai, Wing Shredder",6lXRy
Rebirth of Glory,Forestcraft,Silver,4,Nature Corroded,6lYAg
Rebirth of Glory,Forestcraft,Gold,1,Whirlwind Rhinoceroach,6lZu2
Rebirth of Glory,Forestcraft,Gold,2,Guard of the Machinatree,6lZuC
Rebirth of Glory,Forestcraft,Gold,1,"May, Eager Elf",6lZuM
Rebirth of Glory,Forestcraft,Legendary,7,"Omnis, Prime Okami",6lcKI
Rebirth of Glory,Forestcraft,Legendary,3,"Tista, Wings of Mercy",6lcKS
Rebirth of Glory,Forestcraft,Legendary,3,Miracle of Love,6ld3A
Rebirth of Glory,Swordcraft,Bronze,1,"Lounes, Levin Apprentice",6ltQ2
Rebirth of Glory,Swordcraft,Bronze,2,Levin Archer,6ltQC
Rebirth of Glory,Swordcraft,Bronze,3,Veteran Vagabond Frog,6ltQM
Rebirth of Glory,Swordcraft,Bronze,4,Brave Intervention,6lu8w
Rebirth of Glory,Swordcraft,Silver,2,Splendid Fencer,6lvsI
Rebirth of Glory,Swordcraft,Silver,2,"Jeno, Levin Stalwart",6lvsS
Rebirth of Glory,Swordcraft,Silver,1,King's Welcome,6lwbA
Rebirth of Glory,Swordcraft,Gold,3,Autoblade Patroller,6lyIY
Rebirth of Glory,Swordcraft,Gold,7,Honored Frontguard General,6lyIi
Rebirth of Glory,Swordcraft,Gold,1,Meet the Levin Sisters!,6lz1Q
Rebirth of Glory,Swordcraft,Legendary,7,"Alwida, Pirate Queen",6l-ko
Rebirth of Glory,Swordcraft,Legendary,5,"Albert, Levin Champion",6l-ky
Rebirth of Glory,Swordcraft,Legendary,0,Everlasting Castle,6l--Q
Rebirth of Glory,Runecraft,Bronze,2,Jetbroom Witch,6mFqY
Rebirth of Glory,Runecraft,Bronze,8,Twinblade Mage,6mFqi
Rebirth of Glory,Runecraft,Bronze,2,Electrokitty,6mFqs
Rebirth of Glory,Runecraft,Bronze,1,Witch's Cauldron,6mG4A
Rebirth of Glory,Runecraft,Silver,3,"Emmylou, Smilemancer",6mIGo
Rebirth of Glory,Runecraft,Silver,5,Mechabook Sorcerer,6mIGy
Rebirth of Glory,Runecraft,Silver,5,Disintegration,6mI_g
Rebirth of Glory,Runecraft,Gold,1,"Melvie, Princess Witch",6mKj2
Rebirth of Glory,Runecraft,Gold,4,"Levi, Accomplished Mage",6mKjC
Rebirth of Glory,Runecraft,Gold,2,The Mysterian Project,6mLRw
Rebirth of Glory,Runecraft,Legendary,9,"Ginger, Accursed Word",6mN9I
Rebirth of Glory,Runecraft,Legendary,6,"Erasmus, Master Summoner",6mN9S
Rebirth of Glory,Runecraft,Legendary,3,Golem Squad,6mNuA
Rebirth of Glory,Dragoncraft,Bronze,2,Gadget Mermaid,6meF2
Rebirth of Glory,Dragoncraft,Bronze,5,"Zell, Wind Whisperer",6meFC
Rebirth of Glory,Dragoncraft,Bronze,3,Splendorous Roc,6meFM
Rebirth of Glory,Dragoncraft,Bronze,2,Orca Run,6mezw
Rebirth of Glory,Dragoncraft,Silver,4,"Eyfa, Windrider",6mghI
Rebirth of Glory,Dragoncraft,Silver,3,Steelclaw Wyrm Bruiser,6mghS
Rebirth of Glory,Dragoncraft,Silver,7,Helix Mushussu,6mghc
Rebirth of Glory,Dragoncraft,Gold,3,Wise Dragonewt Scholar,6mj7Y
Rebirth of Glory,Dragoncraft,Gold,4,"Ian, Dragon Buster",6mj7i
Rebirth of Glory,Dragoncraft,Gold,1,Dragon's Hoard,6mjco
Rebirth of Glory,Dragoncraft,Legendary,10,Genesis Dragon of Disaster,6mlZo
Rebirth of Glory,Dragoncraft,Legendary,8,Hulking Dragonewt,6mlZy
Rebirth of Glory,Dragoncraft,Legendary,6,"Aiela, Devoted Knight",6mla6
Rebirth of Glory,Shadowcraft,Bronze,1,"Mino, Crafty Reaper",6n0fY
Rebirth of Glory,Shadowcraft,Bronze,3,Mechasaw Deathbringer,6n0fi
Rebirth of Glory,Shadowcraft,Bronze,2,Greater Lesser Mummy,6n0fs
Rebirth of Glory,Shadowcraft,Bronze,5,Bone Blast,6n1OQ
Rebirth of Glory,Shadowcraft,Silver,7,"Tithi, Underworld Shaman",6n35o
Rebirth of Glory,Shadowcraft,Silver,2,Irongear Corpsman,6n35y
Rebirth of Glory,Shadowcraft,Silver,4,Fatal Fields,6n3b2
Rebirth of Glory,Shadowcraft,Gold,3,"Khawy, Underworld Heir",6n5Y2
Rebirth of Glory,Shadowcraft,Gold,2,"Sora, Arcane Fist",6n5YC
Rebirth of Glory,Shadowcraft,Gold,7,Spectral Cascade,6n6Gw
Rebirth of Glory,Shadowcraft,Legendary,12,"Hades, Father of Purgatory",6n7-I
Rebirth of Glory,Shadowcraft,Legendary,4,"Aisha, Underworld Sovereign",6n7-S
Rebirth of Glory,Shadowcraft,Legendary,4,"Lara, Soul Taker",6n7-c
Rebirth of Glory,Bloodcraft,Bronze,2,Gearsnake Tamer,6nP42
Rebirth of Glory,Bloodcraft,Bronze,3,"Nefilio, Dour Demon",6nP4C
Rebirth of Glory,Bloodcraft,Bronze,2,Swarming Wraith,6nP4M
Rebirth of Glory,Bloodcraft,Bronze,2,Entrancing Blow,6nPow
Rebirth of Glory,Bloodcraft,Silver,2,"Nightmare, Dreameater",6nRWI
Rebirth of Glory,Bloodcraft,Silver,4,Mechaforge Devil,6nRWS
Rebirth of Glory,Bloodcraft,Silver,3,Prison of Pain,6nR_Y
Rebirth of Glory,Bloodcraft,Gold,4,"Azazel, the Depraved",6nTyY
Rebirth of Glory,Bloodcraft,Gold,6,Heartsick Demon,6nTyi
Rebirth of Glory,Bloodcraft,Gold,6,"Moriana, Shadow Devil",6nTys
Rebirth of Glory,Bloodcraft,Legendary,8,Seductress Vampire,6nWOo
Rebirth of Glory,Bloodcraft,Legendary,3,"Yurius, Traitorous Duke",6nWOy
Rebirth of Glory,Bloodcraft,Legendary,8,Spawn of Exile,6nWP6
Rebirth of Glory,Havencraft,Bronze,1,Tender Rabbit Healer,6nnUY
Rebirth of Glory,Havencraft,Bronze,5,Steelwing,6nnUi
Rebirth of Glory,Havencraft,Bronze,2,Fervid Heavenly Hound,6nnUs
Rebirth of Glory,Havencraft,Bronze,2,Pinion Lake,6nnzo
Rebirth of Glory,Havencraft,Silver,2,Robowing Precant,6npwo
Rebirth of Glory,Havencraft,Silver,6,Heretic Priest,6npwy
Rebirth of Glory,Havencraft,Silver,1,Passing of Lore,6nqfg
Rebirth of Glory,Havencraft,Gold,4,"Kel, Holy Marksman",6nsN2
Rebirth of Glory,Havencraft,Gold,2,"Laelia, Saint of Peace",6nsNC
Rebirth of Glory,Havencraft,Gold,1,Golden Bell,6nssI
Rebirth of Glory,Havencraft,Legendary,4,"Imina, Mad Eidolon",6nupI
Rebirth of Glory,Havencraft,Legendary,4,"Elana, Purest Prayer",6nupS
Rebirth of Glory,Havencraft,Legendary,1,Destiny Wing Knight,6nupc
Rebirth of Glory,Portalcraft,Bronze,2,Cat Gunner,6o9v2
Rebirth of Glory,Portalcraft,Bronze,4,"Hamelin, Fey Flautist",6o9vC
Rebirth of Glory,Portalcraft,Bronze,6,Mechanical Mammoth,6o9vM
Rebirth of Glory,Portalcraft,Bronze,3,Puppet Shock,6oAdw
Rebirth of Glory,Portalcraft,Silver,2,"Licht, the Gearturner",6oCLI
Rebirth of Glory,Portalcraft,Silver,4,"Icarus, Sunbound Wing",6oCLS
Rebirth of Glory,Portalcraft,Silver,1,Metadivision,6oD4A
Rebirth of Glory,Portalcraft,Gold,7,Artifact Duplicator,6oEnY
Rebirth of Glory,Portalcraft,Gold,4,Aerial Craft,6oEni
Rebirth of Glory,Portalcraft,Gold,2,"Vier, Doll Slayer",6oEns
Rebirth of Glory,Portalcraft,Legendary,7,Magna Giant,6oHDo
Rebirth of Glory,Portalcraft,Legendary,5,"Zwei, Resonant Heart",6oHDy
Rebirth of Glory,Portalcraft,Legendary,6,"Orchis, Linked Heart",6oHE6
Verdant Conflict,Neutral,Bronze,3,Alchemical Confectioner,6owk2
Verdant Conflict,Neutral,Bronze,2,Sweet-Tooth Sleuth,6owkC
Verdant Conflict,Neutral,Bronze,2,Travelers' Respite,6oxSw
Verdant Conflict,Neutral,Silver,2,Extreme Carrot,6ozAI
Verdant Conflict,Neutral,Silver,5,Giving Gourmet,6ozAS
Verdant Conflict,Neutral,Gold,2,Desert Pathfinder,6o_cY
Verdant Conflict,Neutral,Gold,2,Dawn's Splendor,6o_ci
Verdant Conflict,Neutral,Gold,3,Gourmet Emperor's Kitchen,6p0LQ
Verdant Conflict,Neutral,Legendary,6,Viridia Magna,6p22o
Verdant Conflict,Neutral,Legendary,6,Shiva,6p22y
Verdant Conflict,Forestcraft,Bronze,4,Wily Puck,6pJ8Y
Verdant Conflict,Forestcraft,Bronze,6,Elven Sentry,6pJ8i
Verdant Conflict,Forestcraft,Bronze,2,Ghastly Treant,6pJ8s
Verdant Conflict,Forestcraft,Bronze,1,Airbound Barrage,6pJtQ
Verdant Conflict,Forestcraft,Silver,4,Elven Pikeman,6pLao
Verdant Conflict,Forestcraft,Silver,2,Blossom Spirit,6pLay
Verdant Conflict,Forestcraft,Silver,1,Fertile Aether,6pMJg
Verdant Conflict,Forestcraft,Gold,3,"Irene, Harvest Defender",6pO12
Verdant Conflict,Forestcraft,Gold,2,Avatar of Fruition,6pO1C
Verdant Conflict,Forestcraft,Gold,1,Divine Smithing,6pOlw
Verdant Conflict,Forestcraft,Legendary,3,"Amataz, Fairy Blader",6pQTI
Verdant Conflict,Forestcraft,Legendary,5,"Ladica, the Stoneclaw",6pQTS
Verdant Conflict,Forestcraft,Legendary,9,Primal Giant,6pQTc
Verdant Conflict,Swordcraft,Bronze,3,Adept Thief,6phZ2
Verdant Conflict,Swordcraft,Bronze,5,Levin Scholar,6phZC
Verdant Conflict,Swordcraft,Bronze,2,Lupine Axeman,6phZM
Verdant Conflict,Swordcraft,Bronze,2,Mirror Image,6piHw
Verdant Conflict,Swordcraft,Silver,5,Swift Tigress,6pj_I
Verdant Conflict,Swordcraft,Silver,2,"Valse, Champion Deadeye",6pj_S
Verdant Conflict,Swordcraft,Silver,1,Tempered Aether,6pkkA
Verdant Conflict,Swordcraft,Gold,6,"Mistolina, Forest Princess",6pmRY
Verdant Conflict,Swordcraft,Gold,2,Elegance in Action,6pnAQ
Verdant Conflict,Swordcraft,Gold,1,Levin Justice,6pnAa
Verdant Conflict,Swordcraft,Legendary,7,Regal Wildcat,6poto
Verdant Conflict,Swordcraft,Legendary,4,"Bayleon, Sovereign Light",6poty
Verdant Conflict,Swordcraft,Legendary,3,Tsubaki of the Demon Blade,6pou6
Verdant Conflict,Runecraft,Bronze,2,Geoelementist,6q3zY
Verdant Conflict,Runecraft,Bronze,3,Passionate Potioneer,6q3zi
Verdant Conflict,Runecraft,Bronze,2,Gigahand Golem,6q3zs
Verdant Conflict,Runecraft,Bronze,2,Mysterian Wisdom,6q4iQ
Verdant Conflict,Runecraft,Silver,3,Pyromancer,6q6Po
Verdant Conflict,Runecraft,Silver,2,Silent Laboratory,6q6fQ
Verdant Conflict,Runecraft,Silver,1,Arcane Aether,6q78g
Verdant Conflict,Runecraft,Gold,9,"Riley, Hydroshaman",6q8s2
Verdant Conflict,Runecraft,Gold,5,Chaos Wielder,6q8sC
Verdant Conflict,Runecraft,Gold,7,Arcane Item Shop,6q95g
Verdant Conflict,Runecraft,Legendary,7,Apex Elemental,6qBII
Verdant Conflict,Runecraft,Legendary,3,Wish Wielder,6qBIS
Verdant Conflict,Runecraft,Legendary,5,"Medea, Ritual Sorceress",6qBIc
Verdant Conflict,Dragoncraft,Bronze,8,Dragonblader,6qSO2
Verdant Conflict,Dragoncraft,Bronze,3,Dragon Chef,6qSOC
Verdant Conflict,Dragoncraft,Bronze,2,Lightning Velociraptor,6qSOM
Verdant Conflict,Dragoncraft,Bronze,5,Dragonewt Needler,6qSOW
Verdant Conflict,Dragoncraft,Silver,2,Bubbleborne Mermaid,6qUqI
Verdant Conflict,Dragoncraft,Silver,3,Whirlwind Pteranodon,6qUqS
Verdant Conflict,Dragoncraft,Silver,1,Feral Aether,6qVZA
Verdant Conflict,Dragoncraft,Gold,6,Hoarfrost Triceratops,6qXGY
Verdant Conflict,Dragoncraft,Gold,1,"Marion, Elegant Dragonewt",6qXGi
Verdant Conflict,Dragoncraft,Gold,5,Phoenix Howl,6qX_Q
Verdant Conflict,Dragoncraft,Legendary,8,"Neptune, Tidemistress",6qZio
Verdant Conflict,Dragoncraft,Legendary,4,"Valdain, Cursed Shadow",6qZiy
Verdant Conflict,Dragoncraft,Legendary,9,Wildfire Tyrannosaur,6qZj6
Verdant Conflict,Shadowcraft,Bronze,4,Soul Snatcher,6qqoY
Verdant Conflict,Shadowcraft,Bronze,3,Vengeful Possession,6qqoi
Verdant Conflict,Shadowcraft,Bronze,2,Revenant Ram,6qqos
Verdant Conflict,Shadowcraft,Bronze,5,Lonesome Specter,6qqp0
Verdant Conflict,Shadowcraft,Silver,8,"Guilt, Existential Blader",6qtEo
Verdant Conflict,Shadowcraft,Silver,1,Night of the Living Dog,6qtEy
Verdant Conflict,Shadowcraft,Silver,1,Necromantic Aether,6qtzg
Verdant Conflict,Shadowcraft,Gold,3,"Helio, Sacrosanct Spirit",6qvh2
Verdant Conflict,Shadowcraft,Gold,5,Immortal Elephant,6qvhC
Verdant Conflict,Shadowcraft,Gold,3,Fighting Jiangshi,6qvhM
Verdant Conflict,Shadowcraft,Legendary,5,"Lubelle, Necrofamily",6qy7I
Verdant Conflict,Shadowcraft,Legendary,2,Thoth,6qy7S
Verdant Conflict,Shadowcraft,Legendary,2,Legendary Skeleton,6qy7c
Verdant Conflict,Bloodcraft,Bronze,2,Leraje,6rDD2
Verdant Conflict,Bloodcraft,Bronze,3,Ogre Champion,6rDDC
Verdant Conflict,Bloodcraft,Bronze,2,Corrupted Bat,6rDDM
Verdant Conflict,Bloodcraft,Bronze,2,Deal with the Devil,6rDxw
Verdant Conflict,Bloodcraft,Silver,4,"Yuna, Vampire Seeker",6rFfI
Verdant Conflict,Bloodcraft,Silver,3,Frenzied Werewolf,6rFfS
Verdant Conflict,Bloodcraft,Silver,1,Lunatic Aether,6rGOA
Verdant Conflict,Bloodcraft,Gold,5,"Sharanzaya, Masked Mayhem",6rI5Y
Verdant Conflict,Bloodcraft,Gold,6,Nightprowl Vampire,6rI5i
